ID,Job_ID,Titel,Yrke,Beskrivning,Ort,Arbetsgivare
reccOAdT3ZV6GMks5,24449183,Leg. Läkare sökes till bemanningsuppdrag,Läkare,Leg. Läkare sökes till bemanningsuppdrag,Viva Bemanning - Härnösand,Viva Bemanning AB
reccnLXACSrWYxbB3,24427407,Sveriges bästa undersköterska,"Undersköterska, hemtjänst och äldreboende",Sveriges bästa undersköterska,Magnifiq Kompetens,Palmelind Konsult AB
reccnPlpus3fFMB8s,24445034,Sjuksköterska till Medicinenheten,"Sjuksköterska, grundutbildad",Sjuksköterska till Medicinenheten,"Region Jämtland Härjedalen, Medicin",REGION JÄMTLAND HÄRJEDALEN
reccqIGT0F3ziHS8O,24417170,Personlig assisten till kvinna i Östersund - timanställning,Personlig assistent,Personlig assisten till kvinna i Östersund - timanställning,L&S Assistans AB,L&S Assistans AB
reccuhLCwt1iNtFE0,24430074,Vattenfall Services rekryterar i Västernorrland och Jämtland!,"Linjemontör, elkraft",Vattenfall Services rekryterar i Västernorrland och Jämtland!,Östersund,Vattenfall AB
reccvctkcEeuuNZJs,24447469,Undersköterska/Vårdare till hemtjänst Björnen,"Undersköterska, hemtjänst och äldreboende",Undersköterska/Vårdare till hemtjänst Björnen,"Välfärdsförvaltningen, Ordinärt boende",Örnsköldsviks kommun
recd7bIu8pr2m28bj,24402005,Säljare med förbokade kunder i Växjö. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Växjö. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recdDfOqysSYX52Jc,24427440,Sveriges bästa undersköterska,"Undersköterska, hemtjänst och äldreboende",Sveriges bästa undersköterska,Magnifiq Kompetens,Palmelind Konsult AB
recdG6vCK5fgrdq65,24442775,"Sjuksköterska för Sommarvikariat till Akutmottagningen, Sollefteå","Sjuksköterska, grundutbildad","Sjuksköterska för Sommarvikariat till Akutmottagningen, Sollefteå",Region Västernorrland,REGION VÄSTERNORRLAND
recdRKHKHz8sgcxJl,24419400,"Lärare i Samhällsorienterade ämnen till Näldens skola, Jämtland","Lärare i grundskolan, årskurs 4-6","Lärare i Samhällsorienterade ämnen till Näldens skola, Jämtland",KROKOMS KOMMUN,Krokoms kommun
recdcGEg80K9awoBl,24427365,"Medicinsk sekreterare LV geriatrik, neurologi och rehabilitering, Sundsvall",Läkarsekreterare/Vårdadmin/Medicinsk sekreterare,"Medicinsk sekreterare LV geriatrik, neurologi och rehabilitering, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recdevGiClqKfBEmU,24420365,"Verksamhetsanalytiker, Region Västernorrland",Verksamhetsanalytiker,"Verksamhetsanalytiker, Region Västernorrland",Region Västernorrland,REGION VÄSTERNORRLAND
recdf6lXEkc1GPr0N,24432027,Nu söker vi dig!,"Undersköterska, hemtjänst och äldreboende",Nu söker vi dig!,Modern Omsorg Elle AB,Modern Omsorg Elle AB
recdh9AFYc8YdB6kM,24412090,Lärare i trä- och metallslöjd,"Lärare i grundskolan, årskurs 4-6",Lärare i trä- och metallslöjd,Bergs kommun,Bergs kommun
recdjdPl1vWqUtNYq,24435552,AnnSam en Sjuksköterska! Uppdrag inom Äldrevård i Hammerdal.,"Sjuksköterska, grundutbildad",AnnSam en Sjuksköterska! Uppdrag inom Äldrevård i Hammerdal.,AnnSam - Hammerdal,Annsam AB
recdmqRVVbQmCMsG6,24441981,Systemutvecklare inbyggda system,Systemutvecklare/Programmerare,Systemutvecklare inbyggda system,Bae Systems Hägglunds AB,Bae Systems Hägglunds AB
recdwCOhlCod6d6h2,24395937,Sjuksköterskor till äldreomsorgen i Västernorrland!,"Sjuksköterska, grundutbildad",Sjuksköterskor till äldreomsorgen i Västernorrland!,Stellacura AB,StellaCura AB
recefdji3emV6Aa1j,24377465,Personlig assistenter till en fartfylld man,Personlig assistent,Personlig assistenter till en fartfylld man,Helsa Omsorg & Bemanning i Norden AB,Helsa Omsorg & Bemanning i Norden AB
recek0cgypfyCytoe,24445389,"Underläkare medicinkliniken, Sundsvall",Läkare,"Underläkare medicinkliniken, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recezt9s8HZ3st5Aa,24423947,Spelutvecklare / Systemutvecklare till Frontwalker i Sundsvall,"Programmerare, PC-spel",Spelutvecklare / Systemutvecklare till Frontwalker i Sundsvall,Bravura,Bravura Sverige AB
recfFia5TfzRP6i1G,24434888,Nya kollegor till Com Hem/Boxers säljande kundtjänst i Östersund,Kundtjänstmedarbetare,Nya kollegor till Com Hem/Boxers säljande kundtjänst i Östersund,Webhelp Sweden AB,Webhelp Sweden AB
recfMfkTSOSVa0069,24441417,"Undersköterska till Medicinavdelningen 24, Sundsvall","Undersköterska, vård- o specialavd. o mottagning","Undersköterska till Medicinavdelningen 24, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recfT7uSbmbBGXbRi,24441668,Undersköterskor sökes till Järna för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Undersköterskor sökes till Järna för antikroppstestning av Covid-19,Vaccina,Vaccina AB
recfdaSCNEIpyO45S,24440451,Vi söker två undersköterskor till Funäsdalens & Svegs Hälsocentraler,"Undersköterska, vård- o specialavd. o mottagning",Vi söker två undersköterskor till Funäsdalens & Svegs Hälsocentraler,"Region Jämtland Härjedalen, VO Härjedalen",REGION JÄMTLAND HÄRJEDALEN
recfjyphg3G82BGMs,24418182,"Behörig lärare i engelska, svenska och/eller matematik",Lärare i gymnasiet,"Behörig lärare i engelska, svenska och/eller matematik",Astar AB,Astar AB
recfu8aVlj6obCy8d,24405606,Speciallärare/specialpedagog,Specialpedagog,Speciallärare/specialpedagog,Härnösands Kommun,Härnösands kommun
recfzREMbrNaolUFS,24428178,Personliga assistenter till man i Ottsjö!,Personlig assistent,Personliga assistenter till man i Ottsjö!,Humana AB,Humana AB
recg27CzA8T4r0Ro4,24366831,Timanställd Omvårdnadspersonal,"Undersköterska, hemtjänst och äldreboende",Timanställd Omvårdnadspersonal,Härnösands Kommun,Härnösands kommun
recg51KJ0DMbjiX4q,24435595,"Undersköterska sommarvikariat till Gyn/Förlossning/BB, Ö-vik","Undersköterska, vård- o specialavd. o mottagning","Undersköterska sommarvikariat till Gyn/Förlossning/BB, Ö-vik",Region Västernorrland,REGION VÄSTERNORRLAND
recgBi2BewxSGTxBs,24403932,AnnSam söker Sjuksköterska! Uppdrag inom Hemsjukvården i Ragunda.,"Sjuksköterska, grundutbildad",AnnSam söker Sjuksköterska! Uppdrag inom Hemsjukvården i Ragunda.,AnnSam - Ragunda,Annsam AB
recgCuF6RiYX4gIV2,24437950,Samordnare till verksamhet Hälso-och sjukvårdsadministration,Administrativ assistent,Samordnare till verksamhet Hälso-och sjukvårdsadministration,Region Västernorrland,REGION VÄSTERNORRLAND
recgFiZ4tEPUbuXbS,24417584,"Leg, Sjuksköterska till Härnösands omgående","Sjuksköterska, grundutbildad","Leg, Sjuksköterska till Härnösands omgående",AB Vårdlänken Bemanning & Rekrytering ,AB Vårdlänken Bemanning & Rekrytering
recgTGJBr8BlN4VXn,24446295,Gällö Timber söker en Underhållschef,"Gruppchef, teknik",Gällö Timber söker en Underhållschef,Gällö Timber AB,OnePartnerGroup Jämtland AB
recggEQoZYEQMNuyi,24437782,Lärare med behörighet fritidshem till Trångsviken,Lärare i fritidshem/Fritidspedagog,Lärare med behörighet fritidshem till Trångsviken,KROKOMS KOMMUN,Krokoms kommun
recggZ0u7QtvHUAtz,24416058,Mockfjärds Fönster söker agent i Västernorrland,"Handelsagent, partihandel",Mockfjärds Fönster söker agent i Västernorrland,Mockfjärds,Mockfjärds Fönster AB
recgr4Y2a6ygqIB7l,24325268,"Sjuksköterskor till Medicinavdelning 24, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterskor till Medicinavdelning 24, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recgx4RSwh26t1zCX,24437257,"Medicinsk sekreterare till NPA mottagningen, Sundsvall",Läkarsekreterare/Vårdadmin/Medicinsk sekreterare,"Medicinsk sekreterare till NPA mottagningen, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recgxBc7sWSz5nGkL,24446879,Kundansvarig/säljare till T.O.R Partner,Innesäljare,Kundansvarig/säljare till T.O.R Partner,T.O.R Partner,T.O.R Taktik Omställning & Rekrytering AB
rech9ijKhVZVmyumF,24398020,Timvikarie dagtid som personlig assistent (Re54),Personlig assistent,Timvikarie dagtid som personlig assistent (Re54),Kooperativet Hand i Hand ekonomisk förening,Kooperativet Hand i Hand Ekonomisk Fören
rech9uqQr6nvZxBB6,24424672,"Säljare till Pressbyrån, Åre","Butikssäljare/Medarbetare, dagligvaror","Säljare till Pressbyrån, Åre",Pressbyrån,Reitan Convenience Sweden AB
rechIIZH3NeVdvNWN,24415051,Sjuksköterska till Lungavdelningen Sundsvall,"Sjuksköterska, grundutbildad",Sjuksköterska till Lungavdelningen Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
rechKrD2haV07bs5d,24439144,Specialistläkare Klinisk fysiologi eller annan relevant specialitet,Specialistläkare,Specialistläkare Klinisk fysiologi eller annan relevant specialitet,Region Jämtland Härjedalen,REGION JÄMTLAND HÄRJEDALEN
rechPID2cRl7sCEkr,24416074,"Sjuksköterskor sommarvikariat till Akutmottagningen, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterskor sommarvikariat till Akutmottagningen, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
rechXIZDEj9AVsQS6,24439208,Överläkare med möjlighet till distans på deltid,Specialistläkare,Överläkare med möjlighet till distans på deltid,"Region Jämtland Härjedalen, Område Psykiatri",REGION JÄMTLAND HÄRJEDALEN
rechbMXEWQbkKQPw9,24411115,Tak och tätskiktsmontörer Västernorrland,Tak- och tätskiktsmontör,Tak och tätskiktsmontörer Västernorrland,Biscaya Tak AB,Biscaya Tak AB
rechd3DQUT2H6bg8e,24430100,"Sjuksköterska till kirurgisk vårdavdelning 15B, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska till kirurgisk vårdavdelning 15B, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
rechgj1MqAg9kCu2R,24407332,Tandhygienist till Folktandvården i Hammarstrand,Tandhygienist,Tandhygienist till Folktandvården i Hammarstrand,"Region Jämtland Härjedalen, Område Folktandvården",REGION JÄMTLAND HÄRJEDALEN
rechuSBAZAJ0KZKaO,24417964,Snickare till Klingsta Hus & Modul AB,Träarbetare/Snickare,Snickare till Klingsta Hus & Modul AB,Adecco Sweden AB,Adecco Sweden AB
reciDkjwTu1c6tHEL,24421271,"Med sekr/Kanslist sommarvikariat sekretariat kirurgkliniken, Sundsvall",Läkarsekreterare/Vårdadmin/Medicinsk sekreterare,"Med sekr/Kanslist sommarvikariat sekretariat kirurgkliniken, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
reciMHxEpwv4BKHQ3,24443179,Vill du jobba som undersköterska på IVA sommaren 2021? ,"Undersköterska, vård- o specialavd. o mottagning",Vill du jobba som undersköterska på IVA sommaren 2021? ,Område Akutvård,REGION JÄMTLAND HÄRJEDALEN
reciVgPo8ZALU935q,24415439,"Sjuksköterska mottagning geriatrik, neurologi och rehabilitering Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska mottagning geriatrik, neurologi och rehabilitering Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
reciWHBpyTe97LTnG,24445652,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Account manager,"Säljare Region Nord – Västerbotten, Västernorrland och Jämtland",Ramudden AB,Ramudden AB
reciWUsEbePmApfJc,24403660,Medlemsrekryterare LRF!,Innesäljare,Medlemsrekryterare LRF!,2004 Wecall AB,NUDDA AB
reciXuLdnVXK2B5Kc,24435621,"Skötare Specialist Psykiatriskt Omvårdnads Team, Örnsköldsvik",Skötare,"Skötare Specialist Psykiatriskt Omvårdnads Team, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recia1Sjl7csqKUTs,24401782,Säljare med förbokade kunder i Härryda. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Härryda. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
reciaK7NdV6jqyZ7b,24449368,Upphandlare för fastighetsrelaterade upphandlingar ,Upphandlare,Upphandlare för fastighetsrelaterade upphandlingar ,Region Jämtland Härjedalen,REGION JÄMTLAND HÄRJEDALEN
recidzd1CHJ5mYYX5,24432959,Sjuksköterska till hud- och STI-mottagningen Östersunds sjukhus,"Sjuksköterska, grundutbildad",Sjuksköterska till hud- och STI-mottagningen Östersunds sjukhus,"Region Jämtland Härjedalen, Hud",REGION JÄMTLAND HÄRJEDALEN
recifcqfLnIiGUs9d,24439103,"ST läkare, Klinisk fysiologi",ST-läkare,"ST läkare, Klinisk fysiologi",Region Jämtland Härjedalen,REGION JÄMTLAND HÄRJEDALEN
recihCjZWs6ReYVqs,24434092,"Fysioterapeut sommarvikariat till Fysioterapimottagningen, Sundsvall",Fysioterapeut/Sjukgymnast,"Fysioterapeut sommarvikariat till Fysioterapimottagningen, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recirb8Cdw53wZMBL,24448243,Arbetskonsulent,Vårdare/Arbetshandledare/Boendestödjare,Arbetskonsulent,KROKOMS KOMMUN,Krokoms kommun
reciuEpjlX9hQbwf8,24446617,Systemförvaltare,Systemförvaltare,Systemförvaltare,Region Västernorrland,REGION VÄSTERNORRLAND
recj4iHzSCwtZJZD7,24446552,C/CE Chaufför sökes ,Distributionsförare,C/CE Chaufför sökes ,Uniflex Sverige AB,Uniflex Sverige AB
recj6fzIGoMzZqyS7,24294490,"Lärare Sankt Ignatios Folkhögskola, Sundsvall ",Folkhögskolelärare,"Lärare Sankt Ignatios Folkhögskola, Sundsvall ","Sundsvall, Syntesvägen 4",Stift Sankt Ignatios
recj9PDULwNC83EvT,24417970,Snickare till Klingsta Hus & Modul AB,Träarbetare/Snickare,Snickare till Klingsta Hus & Modul AB,Adecco Sweden AB,Adecco Sweden AB
recjIPxZg6Cxup4nh,24393509,Rådomsgården AB söker sommarvikarier,"Undersköterska, hemtjänst och äldreboende",Rådomsgården AB söker sommarvikarier,Rådomsgården AB,Rådomsgården AB
recjLc7wDddKwkPHi,24391107,Regionjurist alt. jurist till Region Västernorrland,Landstingsjurist,Regionjurist alt. jurist till Region Västernorrland,Region Västernorrland,REGION VÄSTERNORRLAND
recjMCtz9E5qObjgT,24429326,Lågstadielärare till Hansåkerskolan,"Lärare i grundskolan, årskurs 1-3",Lågstadielärare till Hansåkerskolan,"Ragunda kommun, Barn- och utbildning",Ragunda kommun
recjWWDNNoDWSuXPU,24389189,Behöver utöka min assistans med en eller två till personliga assistenter,Personlig assistent,Behöver utöka min assistans med en eller två till personliga assistenter,Brukarkooperativet JAG,Brukarkooperativet JAG Personlig Assistans AB
recjXAP5aDasNaxYj,24435769,Personlig Assistent till en kille i Junsele.,Personlig assistent,Personlig Assistent till en kille i Junsele.,Helsa Omsorg & Bemanning i Norden AB,Helsa Omsorg & Bemanning i Norden AB
recjfsKleAy4rVMiX,24437834,Sjuksköterskor Natt Härnösands Kommun,"Sjuksköterska, grundutbildad",Sjuksköterskor Natt Härnösands Kommun,Härnösands Kommun,Härnösands kommun
recjiMnWNuOGPqPDp,24437623,"Undersköterska, sommarvikariat, Specialistvårdsmottagning, Sollefteå","Undersköterska, vård- o specialavd. o mottagning","Undersköterska, sommarvikariat, Specialistvårdsmottagning, Sollefteå",Region Västernorrland,REGION VÄSTERNORRLAND
recjoSoq8iEg41axj,24316875,Sköterskor sökes till Östersund för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Östersund för antikroppstestning av Covid-19,Vaccina,Vaccina AB
recjppKN2LM8GTxXz,24430694,Undersköterska,"Undersköterska, hemtjänst och äldreboende",Undersköterska,"Socialförvaltningen, Hagalid, Rönnen",Timrå kommun
recjppvdQUca6ZOUu,24430051,Vattenfall Services rekryterar i Västernorrland och Jämtland!,"Linjemontör, elkraft",Vattenfall Services rekryterar i Västernorrland och Jämtland!,Sundsvall,Vattenfall AB
recjprDkznH9Dv4sj,24440120,Sommarjobb inom Folktandvården Västernorrland,Tandsköterska,Sommarjobb inom Folktandvården Västernorrland,Region Västernorrland,REGION VÄSTERNORRLAND
recjrucuIlQRpKBxl,24443292,Operationssjuksköterska till öron- näsa- halskliniken,Operationssjuksköterska,Operationssjuksköterska till öron- näsa- halskliniken,"Region Jämtland Härjedalen, Område Ögon, öron",REGION JÄMTLAND HÄRJEDALEN
recjtXD1NMgspm9F9,24448648,Leg. Läkare sökes till bemanningsuppdrag,Läkare,Leg. Läkare sökes till bemanningsuppdrag,Viva Bemanning - Strömsund,Viva Bemanning AB
reck7OVY8rMYNmdSp,24415732,2 Tandläkare till Folktandvården Bräcke,Tandläkare,2 Tandläkare till Folktandvården Bräcke,"Region Jämtland Härjedalen, Område Folktandvården",REGION JÄMTLAND HÄRJEDALEN
reckTzctN5wDh2gKk,24425587,"Sjuksköterskor sommarvikariat till Kirurgavdelning 15A, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterskor sommarvikariat till Kirurgavdelning 15A, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recka4ynxm6Rgk4jG,24431167,Sjuksköterska till Kardiologavdelning i Sundsvall,"Sjuksköterska, grundutbildad",Sjuksköterska till Kardiologavdelning i Sundsvall,Ofelia Vård AB,Ofelia Vård AB
reckeOWREY61kY1CE,24398342,Glädje och trygghet i vardagen. Tjänster som timvikarie och arbetsledare (R,Personlig assistent,Glädje och trygghet i vardagen. Tjänster som timvikarie och arbetsledare (R,Kooperativet Hand i Hand ekonomisk förening,Kooperativet Hand i Hand Ekonomisk Fören
reckj7m38YtmKnReY,24366791,Sjuksköterska till bemanningsuppdrag inom kommunal sjukvård i Sundsvall,"Sjuksköterska, grundutbildad",Sjuksköterska till bemanningsuppdrag inom kommunal sjukvård i Sundsvall,BONLIVA AB,Bonliva AB
recklHlDcjGOJTFNU,24442775,"Sjuksköterska för Sommarvikariat till Akutmottagningen, Sollefteå","Sjuksköterska, grundutbildad","Sjuksköterska för Sommarvikariat till Akutmottagningen, Sollefteå",Region Västernorrland,REGION VÄSTERNORRLAND
reckovD594zeA7Ft4,24438171,"Sjuksköterska, inriktning reumatologi, Specialistmottagningen, Sollefteå","Sjuksköterska, grundutbildad","Sjuksköterska, inriktning reumatologi, Specialistmottagningen, Sollefteå",Region Västernorrland,REGION VÄSTERNORRLAND
recktmkw5OKaGkktF,24388101,Distriktsansvarig säljare Stockholm,Account manager,Distriktsansvarig säljare Stockholm,HGRec AB,HGRec AB
reckvomp6w1YnXw9t,24438171,"Sjuksköterska, inriktning reumatologi, Specialistmottagningen, Sollefteå","Sjuksköterska, grundutbildad","Sjuksköterska, inriktning reumatologi, Specialistmottagningen, Sollefteå",Region Västernorrland,REGION VÄSTERNORRLAND
reckwUqzxCIYQjMkw,24393548,Rådomsgården AB söker undersköterska,"Undersköterska, hemtjänst och äldreboende",Rådomsgården AB söker undersköterska,Rådomsgården AB,Rådomsgården AB
reclBIjn5VhOozeJX,24438943,Systemutvecklare / Utvecklare / Java / .NET till Frontwalker,Systemutvecklare/Programmerare,Systemutvecklare / Utvecklare / Java / .NET till Frontwalker,Bravura,Bravura Sverige AB
reclBo0P0Icgyzgbf,24401702,Undersköterska till Svegs hälsocentral  ,"Undersköterska, vård- o specialavd. o mottagning",Undersköterska till Svegs hälsocentral  ,Region Jämtland Härjedalen,REGION JÄMTLAND HÄRJEDALEN
reclHdSD9oaJFOWPT,24437946,Samordnare till verksamhet Hälso-och sjukvårdsadministration,Administrativ assistent,Samordnare till verksamhet Hälso-och sjukvårdsadministration,Region Västernorrland,REGION VÄSTERNORRLAND
reclTt3EfiOXfJFIy,24434547,"Sjuksköterska Specialist Psykiatriskt Omvårdnads Team, Örnsköldsvik","Sjuksköterska, psykiatrisk vård","Sjuksköterska Specialist Psykiatriskt Omvårdnads Team, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
reclZAhC7hGH5WxhX,24432413,Två vikarierande underläkare i barn- och ungdomsmedicin vid Östersunds sjuk,Läkare,Två vikarierande underläkare i barn- och ungdomsmedicin vid Östersunds sjuk,"Region Jämtland Härjedalen, Område Barn och ungdomsmedicin",REGION JÄMTLAND HÄRJEDALEN
reclibaQvcJXd0Wx4,24430051,Vattenfall Services rekryterar i Västernorrland och Jämtland!,"Linjemontör, elkraft",Vattenfall Services rekryterar i Västernorrland och Jämtland!,Sundsvall,Vattenfall AB
recltp1O0cCngxENS,24450505,Vill du jobba som Supply Chain Refresh coordinator?,IT-samordnare,Vill du jobba som Supply Chain Refresh coordinator?,Fujitsu - Östersund,OnePartnerGroup Jämtland AB
reclucQQO79XKsgR9,24412247,"Sjuksköterska, sommarvikariat, Ortopeden avd 14, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska, sommarvikariat, Ortopeden avd 14, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recm3bXHfteQJlWG5,24427556,Vi söker diabetessköterska/distriktssköterska till Lugnviks HC,Distriktssköterska,Vi söker diabetessköterska/distriktssköterska till Lugnviks HC,"Region Jämtland Härjedalen, VO Östersund ",REGION JÄMTLAND HÄRJEDALEN
recmIdpAONY8wbdGe,24446138,Mättekniker med samordningsansvar,"Mätningstekniker, bygg",Mättekniker med samordningsansvar,NCC,NCC AB
recmXtOGLzNUBQNiK,24397177,Säljare till Sundsvall,Utesäljare,Säljare till Sundsvall,Verisure Sales Sverige AB,Verisure Sverige AB
recmcMR1eVcTtFjVA,24447876,"Sjuksköterska till LARO-mottagningen, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska till LARO-mottagningen, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recmi4fxXnTumH7mY,24427406,"Sjuksköterska till strokeavdelning 25, Sundsvall","Sjuksköterska, grundutbildad","Sjuksköterska till strokeavdelning 25, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recmzZY4PgfxCtgtQ,24421299,Sjuksköterska till våra vaccinationsbussar - Sundsvall,"Sjuksköterska, grundutbildad",Sjuksköterska till våra vaccinationsbussar - Sundsvall,Medical Vaccin Sverige AB,Stockholm Medical Office Nfl AB
recn9AWwGjJ39c2SY,24401837,Säljare med förbokade kunder i Hässleholm. Fast lön plus provision,Hemförsäljare,Säljare med förbokade kunder i Hässleholm. Fast lön plus provision,Wet World Energy Solutions AB,Wet World Energy Solutions AB
recnPEquhvJmGJiFS,24307197,Bemanningen vikarie inom vård och omsorg.,"Undersköterska, hemtjänst och äldreboende",Bemanningen vikarie inom vård och omsorg.,"Strömsunds kommun, Kommunledningsförvaltningen",Strömsunds kommun
recnRwCpvqAMEYzmr,24438991,Konstruktör inriktning trä,"Civilingenjör, byggnadskonstruktion",Konstruktör inriktning trä,Attacus Stomsystem,OnePartnerGroup Jämtland AB
recnUBZF6vb3kb9Es,24384317,Sköterskor sökes till Funäsdalen för antikroppstestning av Covid-19,"Undersköterska, hemtjänst och äldreboende",Sköterskor sökes till Funäsdalen för antikroppstestning av Covid-19,Vaccina,Vaccina AB
recnWTFOsTDQSOGP0,24425417,Sjuksköterskor,"Sjuksköterska, grundutbildad",Sjuksköterskor,"Bräcke kommun, Vård- och omsorgsavdelningen",Bräcke kommun
recnfTq5I4EF3eCeU,24435655,"Barnmorska sommarvikariat till Gyn/Förlossning/BB, Örnsköldsvik",Barnmorska,"Barnmorska sommarvikariat till Gyn/Förlossning/BB, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recnwCENnnaqgupIt,24415848,Erfaren javautvecklare till vårt Östersundskontor,Systemutvecklare/Programmerare,Erfaren javautvecklare till vårt Östersundskontor,Sopra Steria,Sopra Steria Sweden AB
reco8UAtSyFuoTH4C,24428842,Säljare/Account Manager i Östersund,Key account manager,Säljare/Account Manager i Östersund,Cybercom Group,Experis AB
recoITWFD1HRU7uPJ,24368676,Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,"Sjuksköterska, grundutbildad",Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,Region Västernorrland,REGION VÄSTERNORRLAND
recoJADrff5I5tQfD,24435509,"Överläkare/ST-läkare inom Vårdhygien, Region JH",Specialistläkare,"Överläkare/ST-läkare inom Vårdhygien, Region JH",Område Patientsäkerhet,REGION JÄMTLAND HÄRJEDALEN
recoJMCuBhATacvzu,24435796,Undersköterska till Kirurgisk akutvårdsavdelning i Sundsvall,"Undersköterska, vård- o specialavd. o mottagning",Undersköterska till Kirurgisk akutvårdsavdelning i Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
recoQrdasAtfCHFXg,24419642,Kockbiträde,"Kock, storhushåll",Kockbiträde,Östersunds kommun,Östersunds kommun
recoWkWIFqaES0XTR,24429979,"Sjuksköterska till Akutmottagningen, Örnsköldsvik","Sjuksköterska, grundutbildad","Sjuksköterska till Akutmottagningen, Örnsköldsvik",Region Västernorrland,REGION VÄSTERNORRLAND
recoZcObzsdnP3667,24437869,Account Manager Fleetcard till OKQ8 – Norrland,Utesäljare,Account Manager Fleetcard till OKQ8 – Norrland,OKQ8,OK-Q8 AB
recodkPwlQLkyEq9n,24437905,"Kurator till LARO-mottagning, Sundsvall",Kurator,"Kurator till LARO-mottagning, Sundsvall",Region Västernorrland,REGION VÄSTERNORRLAND
recoeWLfrfxv9UOmn,24434969,Nya kollegor till Com Hem/Boxers säljande kundtjänst i Östersund,Kundtjänstmedarbetare,Nya kollegor till Com Hem/Boxers säljande kundtjänst i Östersund,Webhelp Sweden AB,Webhelp Sweden AB
recoiRXDhEoPAZo4I,24444453,Sjuksköterska till infektionskliniken i Sundsvall,"Sjuksköterska, grundutbildad",Sjuksköterska till infektionskliniken i Sundsvall,Region Västernorrland,REGION VÄSTERNORRLAND
recomQvLlsIg8nXNk,24405241,Vi söker erfarna undersköterskor till våra kunder i Sundsvall!,"Undersköterska, hemtjänst och äldreboende",Vi söker erfarna undersköterskor till våra kunder i Sundsvall!,Prime Care AB,Prime Care & Professional AB
recp0EL8boOoOhoKd,24402141,Säljare i Timrå med förbokade kundmöten,Hemförsäljare,Säljare i Timrå med förbokade kundmöten,Clean cloud AB,Clean cloud AB
recp2gZMuqDRdTw58,24443516,Distriktsläkare till Lits hälsocentral,Specialistläkare,Distriktsläkare till Lits hälsocentral,"Region Jämtland Härjedalen, VO Östersund ",REGION JÄMTLAND HÄRJEDALEN
recpADrNXfvRel0xo,24403414,Erfaren operatör ,"Maskinoperatör, ytbehandling, trä",Erfaren operatör ,NORRLANDS TRÄ AKTIEBOLAG,Norrlands Trä AB
recpETP2p189Q3MJ8,24388893,Undersköterskor till Ersta hemtjänst i Sundsvall,"Undersköterska, hemtjänst och äldreboende",Undersköterskor till Ersta hemtjänst i Sundsvall,"Ersta diakoni, Ersta hemtjänst Sundsvall",Ideella Fören Ersta Diakonisällskap Med Firmaers
recplX3bOi0BAbP4D,24412992,Tandsköterskor till Folktandvården Campus,Tandsköterska,Tandsköterskor till Folktandvården Campus,"Region Jämtland Härjedalen, Område Folktandvården",REGION JÄMTLAND HÄRJEDALEN
recq3B9CK4EPX20GK,24401913,Vikariat med kort varsel inom skolan,Studieassistent,Vikariat med kort varsel inom skolan,"Ragunda kommun, Barn- och utbildning",Ragunda kommun
recq9PpW78jaMP6cY,24425746,"Lärare till Järåskolan,  tillika 1:e lärare","Lärare i grundskolan, årskurs 4-6","Lärare till Järåskolan,  tillika 1:e lärare","Ragunda kommun, Järåskolan",Ragunda kommun
